group,protein_heavy_atom_order,atom_index,rmsf_nm
CWLD_water_off_aq0p5,483,934,0.090266846
CWLD_water_off_aq0p5,484,935,0.09059503
CWLD_water_off_aq0p5,485,936,0.09858548
CWLD_water_off_aq0p5,486,941,0.0882847
CWLD_water_off_aq0p5,487,942,0.08870741
CWLD_water_off_aq0p5,488,943,0.08625854
CWLD_water_off_aq0p5,489,944,0.08687966
CWLD_water_off_aq0p5,490,945,0.09354216
CWLD_water_off_aq0p5,491,946,0.10095313
CWLD_water_off_aq0p5,492,947,0.117073596
CWLD_water_off_aq0p5,493,948,0.13355793
CWLD_water_off_aq0p5,494,949,0.1261278
CWLD_water_off_aq0p5,495,950,0.15275203
CWLD_water_off_aq0p5,496,951,0.1337037
CWLD_water_off_aq0p5,497,961,0.08688907
CWLD_water_off_aq0p5,498,962,0.088443875
CWLD_water_off_aq0p5,499,963,0.08105517
CWLD_water_off_aq0p5,500,964,0.08411622
CWLD_water_off_aq0p5,501,965,0.097233176
CWLD_water_off_aq0p5,502,966,0.0958172
CWLD_water_off_aq0p5,503,967,0.09066877
CWLD_water_off_aq0p5,504,975,0.076304354
CWLD_water_off_aq0p5,505,976,0.07009603
CWLD_water_off_aq0p5,506,977,0.06960506
CWLD_water_off_aq0p5,507,978,0.06774185
CWLD_water_off_aq0p5,508,979,0.07340238
CWLD_water_off_aq0p5,509,980,0.0943424
CWLD_water_off_aq0p5,510,981,0.081478424
CWLD_water_off_aq0p5,511,982,0.07596052
CWLD_water_off_aq0p5,512,983,0.09435817
CWLD_water_off_aq0p5,513,990,0.07826427
CWLD_water_off_aq0p5,514,991,0.08214934
CWLD_water_off_aq0p5,515,992,0.08335237
CWLD_water_off_aq0p5,516,993,0.08358229
CWLD_water_off_aq0p5,517,994,0.09583296
CWLD_water_off_aq0p5,518,995,0.08028308
CWLD_water_off_aq0p5,519,996,0.08830802
CWLD_water_off_aq0p5,520,997,0.07841189
CWLD_water_off_aq0p5,521,998,0.09442235
CWLD_water_off_aq0p5,522,999,0.077257134
CWLD_water_off_aq0p5,523,1000,0.08675706
CWLD_water_off_aq0p5,524,1010,0.09122118
CWLD_water_off_aq0p5,525,1011,0.09606801
CWLD_water_off_aq0p5,526,1012,0.09173478
CWLD_water_off_aq0p5,527,1013,0.11070892
CWLD_water_off_aq0p5,528,1014,0.10323001
CWLD_water_off_aq0p5,529,1015,0.13197039
CWLD_water_off_aq0p5,530,1016,0.22774321
CWLD_water_off_aq0p5,531,1017,0.1047349
CWLD_water_off_aq0p5,532,1029,0.07748588
CWLD_water_off_aq0p5,533,1030,0.07380762
CWLD_water_off_aq0p5,534,1031,0.07562078
CWLD_water_off_aq0p5,535,1032,0.08726766
CWLD_water_off_aq0p5,536,1033,0.073020086
CWLD_water_off_aq0p5,537,1034,0.08407688
CWLD_water_off_aq0p5,538,1035,0.079474114
CWLD_water_off_aq0p5,539,1043,0.07447692
CWLD_water_off_aq0p5,540,1044,0.07805144
CWLD_water_off_aq0p5,541,1045,0.09008999
CWLD_water_off_aq0p5,542,1046,0.101895005
CWLD_water_off_aq0p5,543,1047,0.08223639
CWLD_water_off_aq0p5,544,1048,0.104599796
CWLD_water_off_aq0p5,545,1049,0.13988876
CWLD_water_off_aq0p5,546,1050,0.1244512
CWLD_water_off_aq0p5,547,1060,0.0981255
CWLD_water_off_aq0p5,548,1061,0.12075007
CWLD_water_off_aq0p5,549,1062,0.13295543
CWLD_water_off_aq0p5,550,1063,0.15261146
CWLD_water_off_aq0p5,551,1064,0.13944384
CWLD_water_off_aq0p5,552,1065,0.14963047
CWLD_water_off_aq0p5,553,1066,0.1876894
CWLD_water_off_aq0p5,554,1067,0.19383967
CWLD_water_off_aq0p5,555,1077,0.12736057
CWLD_water_off_aq0p5,556,1078,0.14279716
CWLD_water_off_aq0p5,557,1079,0.14553924
CWLD_water_off_aq0p5,558,1080,0.1632199
CWLD_water_off_aq0p5,559,1081,0.14357837
CWLD_water_off_aq0p5,560,1087,0.13226846
CWLD_water_off_aq0p5,561,1088,0.13484304
CWLD_water_off_aq0p5,562,1089,0.13228832
CWLD_water_off_aq0p5,563,1090,0.14599133
CWLD_water_off_aq0p5,564,1091,0.12966943
CWLD_water_off_aq0p5,565,1092,0.13723946
CWLD_water_off_aq0p5,566,1093,0.16351326
CWLD_water_off_aq0p5,567,1094,0.17689882
CWLD_water_off_aq0p5,568,1095,0.2063807
CWLD_water_off_aq0p5,569,1096,0.24919778
CWLD_water_off_aq0p5,570,1097,0.2550204
CWLD_water_off_aq0p5,571,1111,0.12569267
CWLD_water_off_aq0p5,572,1112,0.1287208
CWLD_water_off_aq0p5,573,1113,0.13977328
CWLD_water_off_aq0p5,574,1114,0.1550137
CWLD_water_off_aq0p5,575,1115,0.12387797
CWLD_water_off_aq0p5,576,1116,0.12069168
CWLD_water_off_aq0p5,577,1117,0.14729579
CWLD_water_off_aq0p5,578,1118,0.22767116
CWLD_water_off_aq0p5,579,1119,0.2672382
CWLD_water_off_aq0p5,580,1133,0.13799088
CWLD_water_off_aq0p5,581,1134,0.14808045
CWLD_water_off_aq0p5,582,1135,0.15583988
CWLD_water_off_aq0p5,583,1136,0.17059508
CWLD_water_off_aq0p5,584,1137,0.15297788
CWLD_water_off_aq0p5,585,1138,0.15969062
CWLD_water_off_aq0p5,586,1139,0.16265629
CWLD_water_off_aq0p5,587,1140,0.19929188
CWLD_water_off_aq0p5,588,1150,0.15985434
CWLD_water_off_aq0p5,589,1151,0.16767259
CWLD_water_off_aq0p5,590,1152,0.182411
CWLD_water_off_aq0p5,591,1153,0.20853184
CWLD_water_off_aq0p5,592,1154,0.17235282
CWLD_water_off_aq0p5,593,1155,0.17733182
CWLD_water_off_aq0p5,594,1156,0.19182439
CWLD_water_off_aq0p5,595,1157,0.23970325
CWLD_water_off_aq0p5,596,1158,0.26481825
CWLD_water_off_aq0p5,597,1172,0.20558451
CWLD_water_off_aq0p5,598,1173,0.23996049
CWLD_water_off_aq0p5,599,1174,0.24278288
CWLD_water_off_aq0p5,600,1175,0.2833893
CWLD_water_off_aq0p5,601,1176,0.26565537
CWLD_water_off_aq0p5,602,1177,0.3183743
CWLD_water_off_aq0p5,603,1178,0.37709597
CWLD_water_off_aq0p5,604,1179,0.34591764
CWLD_water_off_aq0p5,605,1184,0.22026515
CWLD_water_off_aq0p5,606,1185,0.24732128
CWLD_water_off_aq0p5,607,1186,0.22511931
CWLD_water_off_aq0p5,608,1187,0.26040724
CWLD_water_off_aq0p5,609,1188,0.30260384
CWLD_water_off_aq0p5,610,1189,0.31513748
CWLD_water_off_aq0p5,611,1190,0.3476165
CWLD_water_off_aq0p5,612,1198,0.18319409
CWLD_water_off_aq0p5,613,1199,0.17349847
CWLD_water_off_aq0p5,614,1200,0.14134426
CWLD_water_off_aq0p5,615,1201,0.17363623
CWLD_water_off_aq0p5,616,1202,0.19112729
CWLD_water_off_aq0p5,617,1203,0.24702792
CWLD_water_off_aq0p5,618,1204,0.2919461
CWLD_water_off_aq0p5,619,1205,0.26525265
CWLD_water_off_aq0p5,620,1210,0.12712117
CWLD_water_off_aq0p5,621,1211,0.14016959
CWLD_water_off_aq0p5,622,1212,0.13605535
CWLD_water_off_aq0p5,623,1213,0.14260523
CWLD_water_off_aq0p5,624,1214,0.17446479
CWLD_water_off_aq0p5,625,1215,0.2690601
CWLD_water_off_aq0p5,626,1221,0.14295487
CWLD_water_off_aq0p5,627,1222,0.16299963
CWLD_water_off_aq0p5,628,1223,0.13661033
CWLD_water_off_aq0p5,629,1224,0.17684102
CWLD_water_off_aq0p5,630,1225,0.19664165
CWLD_water_off_aq0p5,631,1226,0.2329607
CWLD_water_off_aq0p5,632,1227,0.2714074
CWLD_water_off_aq0p5,633,1228,0.29147497
CWLD_water_off_aq0p5,634,1229,0.3161264
CWLD_water_off_aq0p5,635,1236,0.09895861
CWLD_water_off_aq0p5,636,1237,0.10779242
CWLD_water_off_aq0p5,637,1238,0.09537348
CWLD_water_off_aq0p5,638,1239,0.09617394
CWLD_water_off_aq0p5,639,1240,0.16224976
CWLD_water_off_aq0p5,640,1241,0.19850874
CWLD_water_off_aq0p5,641,1242,0.2655687
CWLD_water_off_aq0p5,642,1243,0.31082782
CWLD_water_off_aq0p5,643,1244,0.31329778
CWLD_water_off_aq0p5,644,1251,0.09039231
CWLD_water_off_aq0p5,645,1252,0.08963839
CWLD_water_off_aq0p5,646,1253,0.07688006
CWLD_water_off_aq0p5,647,1254,0.080945775
CWLD_water_off_aq0p5,648,1255,0.09984671
CWLD_water_off_aq0p5,649,1256,0.12050133
CWLD_water_off_aq0p5,650,1257,0.17756496
CWLD_water_off_aq0p5,651,1258,0.21456356
CWLD_water_off_aq0p5,652,1259,0.22869627
CWLD_water_off_aq0p5,653,1266,0.069010645
CWLD_water_off_aq0p5,654,1267,0.06297074
CWLD_water_off_aq0p5,655,1268,0.0631214
CWLD_water_off_aq0p5,656,1269,0.06774965
CWLD_water_off_aq0p5,657,1270,0.062545486
CWLD_water_off_aq0p5,658,1271,0.12697446
CWLD_water_off_aq0p5,659,1272,0.12040867
CWLD_water_off_aq0p5,660,1273,0.13800451
CWLD_water_off_aq0p5,661,1285,0.06276404
CWLD_water_off_aq0p5,662,1286,0.061099347
CWLD_water_off_aq0p5,663,1287,0.05704766
CWLD_water_off_aq0p5,664,1288,0.05927995
CWLD_water_off_aq0p5,665,1289,0.07262452
CWLD_water_off_aq0p5,666,1290,0.0809609
CWLD_water_off_aq0p5,667,1291,0.1181146
CWLD_water_off_aq0p5,668,1292,0.13614795
CWLD_water_off_aq0p5,669,1293,0.18041381
CWLD_water_off_aq0p5,670,1294,0.22644888
CWLD_water_off_aq0p5,671,1295,0.20311047
CWLD_water_off_aq0p5,672,1309,0.059136085
CWLD_water_off_aq0p5,673,1310,0.05927523
CWLD_water_off_aq0p5,674,1311,0.057206377
CWLD_water_off_aq0p5,675,1312,0.058041845
CWLD_water_off_aq0p5,676,1313,0.06628865
CWLD_water_off_aq0p5,677,1314,0.08593709
CWLD_water_off_aq0p5,678,1315,0.08498192
CWLD_water_off_aq0p5,679,1316,0.13098373
CWLD_water_off_aq0p5,680,1317,0.11100582
CWLD_water_off_aq0p5,681,1324,0.06031296
CWLD_water_off_aq0p5,682,1325,0.06288524
CWLD_water_off_aq0p5,683,1326,0.058392655
CWLD_water_off_aq0p5,684,1327,0.0627171
CWLD_water_off_aq0p5,685,1328,0.07313195
CWLD_water_off_aq0p5,686,1334,0.053920466
CWLD_water_off_aq0p5,687,1335,0.050523434
CWLD_water_off_aq0p5,688,1336,0.051757853
CWLD_water_off_aq0p5,689,1337,0.05870421
CWLD_water_off_aq0p5,690,1338,0.051415514
CWLD_water_off_aq0p5,691,1339,0.052247383
CWLD_water_off_aq0p5,692,1340,0.055359587
CWLD_water_off_aq0p5,693,1341,0.060195427
CWLD_water_off_aq0p5,694,1342,0.06363921
CWLD_water_off_aq0p5,695,1343,0.06864504
CWLD_water_off_aq0p5,696,1344,0.06940166
CWLD_water_off_aq0p5,697,1354,0.05184268
CWLD_water_off_aq0p5,698,1355,0.05593516
CWLD_water_off_aq0p5,699,1356,0.0601904
CWLD_water_off_aq0p5,700,1357,0.0718168
CWLD_water_off_aq0p5,701,1358,0.059907466
CWLD_water_off_aq0p5,702,1359,0.07431255
CWLD_water_off_aq0p5,703,1360,0.10694267
CWLD_water_off_aq0p5,704,1361,0.17279795
CWLD_water_off_aq0p5,705,1362,0.22940366
CWLD_water_off_aq0p5,706,1363,0.23535608
CWLD_water_off_aq0p5,707,1364,0.3310324
CWLD_water_off_aq0p5,708,1378,0.060341466
CWLD_water_off_aq0p5,709,1379,0.06465741
CWLD_water_off_aq0p5,710,1380,0.065934785
CWLD_water_off_aq0p5,711,1381,0.074226685
CWLD_water_off_aq0p5,712,1382,0.068059534
CWLD_water_off_aq0p5,713,1383,0.07949104
CWLD_water_off_aq0p5,714,1384,0.079368785
CWLD_water_off_aq0p5,715,1394,0.063998714
CWLD_water_off_aq0p5,716,1395,0.06855403
CWLD_water_off_aq0p5,717,1396,0.071274504
CWLD_water_off_aq0p5,718,1397,0.083062574
CWLD_water_off_aq0p5,719,1398,0.07060829
CWLD_water_off_aq0p5,720,1399,0.06987573
CWLD_water_off_aq0p5,721,1400,0.07604507
CWLD_water_off_aq0p5,722,1401,0.07246976
CWLD_water_off_aq0p5,723,1402,0.08094961
CWLD_water_off_aq0p5,724,1403,0.07899842
CWLD_water_off_aq0p5,725,1404,0.080740295
CWLD_water_off_aq0p5,726,1414,0.065673865
CWLD_water_off_aq0p5,727,1415,0.0630674
CWLD_water_off_aq0p5,728,1416,0.069942966
CWLD_water_off_aq0p5,729,1417,0.07896977
CWLD_water_off_aq0p5,730,1418,0.061036415
CWLD_water_off_aq0p5,731,1419,0.060773574
CWLD_water_off_aq0p5,732,1420,0.061104566
CWLD_water_off_aq0p5,733,1421,0.0714547
CWLD_water_off_aq0p5,734,1426,0.07390106
CWLD_water_off_aq0p5,735,1427,0.08579723
CWLD_water_off_aq0p5,736,1428,0.083064795
CWLD_water_off_aq0p5,737,1429,0.10017676
CWLD_water_off_aq0p5,738,1430,0.09591267
CWLD_water_off_aq0p5,739,1431,0.10985886
CWLD_water_off_aq0p5,740,1432,0.11718357
CWLD_water_off_aq0p5,741,1433,0.14649911
CWLD_water_off_aq0p5,742,1434,0.16731249
CWLD_water_off_aq0p5,743,1448,0.069884844
CWLD_water_off_aq0p5,744,1449,0.074358046
CWLD_water_off_aq0p5,745,1450,0.0820618
CWLD_water_off_aq0p5,746,1451,0.09293083
CWLD_water_off_aq0p5,747,1452,0.07113474
CWLD_water_off_aq0p5,748,1453,0.062666215
CWLD_water_off_aq0p5,749,1454,0.06047172
CWLD_water_off_aq0p5,750,1455,0.07006947
CWLD_water_off_aq0p5,751,1460,0.08094627
CWLD_water_off_aq0p5,752,1461,0.08950568
CWLD_water_off_aq0p5,753,1462,0.08557256
CWLD_water_off_aq0p5,754,1463,0.09709451
CWLD_water_off_aq0p5,755,1467,0.07635451
CWLD_water_off_aq0p5,756,1468,0.07696626
CWLD_water_off_aq0p5,757,1469,0.07267902
CWLD_water_off_aq0p5,758,1470,0.07876115
CWLD_water_off_aq0p5,759,1471,0.07724584
CWLD_water_off_aq0p5,760,1472,0.07014614
CWLD_water_off_aq0p5,761,1473,0.087063655
CWLD_water_off_aq0p5,762,1474,0.060705625
CWLD_water_off_aq0p5,763,1481,0.0667679
CWLD_water_off_aq0p5,764,1482,0.06420883
CWLD_water_off_aq0p5,765,1483,0.057131514
CWLD_water_off_aq0p5,766,1484,0.06420344
CWLD_water_off_aq0p5,767,1488,0.0537345
CWLD_water_off_aq0p5,768,1489,0.048344966
CWLD_water_off_aq0p5,769,1490,0.04392323
CWLD_water_off_aq0p5,770,1491,0.04854214
CWLD_water_off_aq0p5,771,1492,0.05420765
CWLD_water_off_aq0p5,772,1493,0.081137024
CWLD_water_off_aq0p5,773,1494,0.10065785
CWLD_water_off_aq0p5,774,1495,0.10976413
CWLD_water_off_aq0p5,775,1496,0.13668987
CWLD_water_off_aq0p5,776,1497,0.1423004
CWLD_water_off_aq0p5,777,1498,0.1532349
CWLD_water_off_aq0p5,778,1499,0.19170173
CWLD_water_off_aq0p5,779,1509,0.04830823
CWLD_water_off_aq0p5,780,1510,0.04176068
CWLD_water_off_aq0p5,781,1511,0.041991938
CWLD_water_off_aq0p5,782,1512,0.049662493
CWLD_water_off_aq0p5,783,1513,0.040835224
CWLD_water_off_aq0p5,784,1514,0.050648313
CWLD_water_off_aq0p5,785,1515,0.045512307
CWLD_water_off_aq0p5,786,1516,0.05910586
CWLD_water_off_aq0p5,787,1528,0.045341875
CWLD_water_off_aq0p5,788,1529,0.048546184
CWLD_water_off_aq0p5,789,1530,0.044334725
CWLD_water_off_aq0p5,790,1531,0.04392609
CWLD_water_off_aq0p5,791,1532,0.057039913
CWLD_water_off_aq0p5,792,1533,0.12596114
CWLD_water_off_aq0p5,793,1539,0.051696416
CWLD_water_off_aq0p5,794,1540,0.051480465
CWLD_water_off_aq0p5,795,1541,0.047871433
CWLD_water_off_aq0p5,796,1542,0.05365575
CWLD_water_off_aq0p5,797,1543,0.060707934
CWLD_water_off_aq0p5,798,1549,0.047559965
CWLD_water_off_aq0p5,799,1550,0.049719997
CWLD_water_off_aq0p5,800,1551,0.04716268
CWLD_water_off_aq0p5,801,1552,0.055856954
CWLD_water_off_aq0p5,802,1553,0.058943845
CWLD_water_off_aq0p5,803,1559,0.04486337
CWLD_water_off_aq0p5,804,1560,0.045022942
CWLD_water_off_aq0p5,805,1561,0.047130093
CWLD_water_off_aq0p5,806,1562,0.052834913
CWLD_water_off_aq0p5,807,1563,0.04441062
CWLD_water_off_aq0p5,808,1564,0.052941624
CWLD_water_off_aq0p5,809,1565,0.046844322
CWLD_water_off_aq0p5,810,1566,0.050803587
CWLD_water_off_aq0p5,811,1567,0.057339493
CWLD_water_off_aq0p5,812,1574,0.046359487
CWLD_water_off_aq0p5,813,1575,0.050344273
CWLD_water_off_aq0p5,814,1576,0.05303239
CWLD_water_off_aq0p5,815,1577,0.058346473
CWLD_water_off_aq0p5,816,1578,0.055233
CWLD_water_off_aq0p5,817,1579,0.07512469
CWLD_water_off_aq0p5,818,1580,0.11190115
CWLD_water_off_aq0p5,819,1581,0.14470197
CWLD_water_off_aq0p5,820,1593,0.053023092
CWLD_water_off_aq0p5,821,1594,0.0558579
CWLD_water_off_aq0p5,822,1595,0.05644929
CWLD_water_off_aq0p5,823,1596,0.06274181
CWLD_water_off_aq0p5,824,1597,0.061889324
CWLD_water_off_aq0p5,825,1598,0.0785111
CWLD_water_off_aq0p5,826,1599,0.096184194
CWLD_water_off_aq0p5,827,1600,0.15825155
CWLD_water_off_aq0p5,828,1601,0.22833376
CWLD_water_off_aq0p5,829,1602,0.2729709
CWLD_water_off_aq0p5,830,1603,0.314745
CWLD_water_off_aq0p5,831,1617,0.054734536
CWLD_water_off_aq0p5,832,1618,0.056837402
CWLD_water_off_aq0p5,833,1619,0.057327826
CWLD_water_off_aq0p5,834,1620,0.06348103
CWLD_water_off_aq0p5,835,1621,0.06211069
CWLD_water_off_aq0p5,836,1622,0.07237533
CWLD_water_off_aq0p5,837,1623,0.110096335
CWLD_water_off_aq0p5,838,1624,0.11338437
CWLD_water_off_aq0p5,839,1625,0.11236135
CWLD_water_off_aq0p5,840,1626,0.105523884
CWLD_water_off_aq0p5,841,1634,0.05638462
CWLD_water_off_aq0p5,842,1635,0.05909277
CWLD_water_off_aq0p5,843,1636,0.060153674
CWLD_water_off_aq0p5,844,1637,0.064939044
CWLD_water_off_aq0p5,845,1638,0.064637564
CWLD_water_off_aq0p5,846,1639,0.11407959
CWLD_water_off_aq0p5,847,1640,0.10720942
CWLD_water_off_aq0p5,848,1650,0.061009645
CWLD_water_off_aq0p5,849,1651,0.06765515
CWLD_water_off_aq0p5,850,1652,0.07412099
CWLD_water_off_aq0p5,851,1653,0.08630432
CWLD_water_off_aq0p5,852,1654,0.06878162
CWLD_water_off_aq0p5,853,1655,0.09037235
CWLD_water_off_aq0p5,854,1656,0.14926873
CWLD_water_off_aq0p5,855,1657,0.18271378
CWLD_water_off_aq0p5,856,1667,0.07358387
CWLD_water_off_aq0p5,857,1668,0.08404311
CWLD_water_off_aq0p5,858,1669,0.086666584
CWLD_water_off_aq0p5,859,1670,0.0968532
CWLD_water_off_aq0p5,860,1671,0.090346254
CWLD_water_off_aq0p5,861,1672,0.109923884
CWLD_water_off_aq0p5,862,1673,0.08774551
CWLD_water_off_aq0p5,863,1681,0.08114619
CWLD_water_off_aq0p5,864,1682,0.08365177
CWLD_water_off_aq0p5,865,1683,0.09086536
CWLD_water_off_aq0p5,866,1684,0.10451481
CWLD_water_off_aq0p5,867,1685,0.07558502
CWLD_water_off_aq0p5,868,1686,0.076988354
CWLD_water_off_aq0p5,869,1687,0.0826932
CWLD_water_off_aq0p5,870,1688,0.08390671
CWLD_water_off_aq0p5,871,1695,0.08843374
CWLD_water_off_aq0p5,872,1696,0.09747185
CWLD_water_off_aq0p5,873,1697,0.112144
CWLD_water_off_aq0p5,874,1698,0.13223813
CWLD_water_off_aq0p5,875,1699,0.100754604
CWLD_water_off_aq0p5,876,1700,0.098086394
CWLD_water_off_aq0p5,877,1701,0.11980686
CWLD_water_off_aq0p5,878,1702,0.109767765
CWLD_water_off_aq0p5,879,1714,0.11150948
CWLD_water_off_aq0p5,880,1715,0.11991633
CWLD_water_off_aq0p5,881,1716,0.10076165
CWLD_water_off_aq0p5,882,1717,0.10846413
CWLD_water_off_aq0p5,883,1721,0.10005606
CWLD_water_off_aq0p5,884,1722,0.084358394
CWLD_water_off_aq0p5,885,1723,0.07367827
CWLD_water_off_aq0p5,886,1724,0.10616159
CWLD_water_off_aq0p5,887,1725,0.10971747
CWLD_water_off_aq0p5,888,1726,0.12434089
CWLD_water_off_aq0p5,889,1727,0.13912007
CWLD_water_off_aq0p5,890,1728,0.15144567
CWLD_water_off_aq0p5,891,1729,0.1916049
CWLD_water_off_aq0p5,892,1736,0.08063189
CWLD_water_off_aq0p5,893,1737,0.09915719
CWLD_water_off_aq0p5,894,1738,0.09850228
CWLD_water_off_aq0p5,895,1739,0.14064178
CWLD_water_off_aq0p5,896,1740,0.14733936
CWLD_water_off_aq0p5,897,1741,0.18845046
CWLD_water_off_aq0p5,898,1742,0.19849333
CWLD_water_off_aq0p5,899,1743,0.29320976
CWLD_water_off_aq0p5,900,1744,0.32810575
CWLD_water_off_aq0p5,901,1758,0.080537654
CWLD_water_off_aq0p5,902,1759,0.07377039
CWLD_water_off_aq0p5,903,1760,0.07803037
CWLD_water_off_aq0p5,904,1761,0.08932497
CWLD_water_off_aq0p5,905,1762,0.06917122
CWLD_water_off_aq0p5,906,1763,0.08243093
CWLD_water_off_aq0p5,907,1764,0.09724593
CWLD_water_off_aq0p5,908,1765,0.091117054
CWLD_water_off_aq0p5,909,1777,0.08003327
CWLD_water_off_aq0p5,910,1778,0.08541838
CWLD_water_off_aq0p5,911,1779,0.08035903
CWLD_water_off_aq0p5,912,1780,0.07818196
CWLD_water_off_aq0p5,913,1781,0.09659598
CWLD_water_off_aq0p5,914,1782,0.115842454
CWLD_water_off_aq0p5,915,1783,0.10474947
CWLD_water_off_aq0p5,916,1791,0.08524439
CWLD_water_off_aq0p5,917,1792,0.08764101
CWLD_water_off_aq0p5,918,1793,0.080094166
CWLD_water_off_aq0p5,919,1794,0.08143016
CWLD_water_off_aq0p5,920,1795,0.102706134
CWLD_water_off_aq0p5,921,1796,0.11854045
CWLD_water_off_aq0p5,922,1797,0.15269135
CWLD_water_off_aq0p5,923,1798,0.17791179
CWLD_water_off_aq0p5,924,1803,0.079517975
CWLD_water_off_aq0p5,925,1804,0.08186364
CWLD_water_off_aq0p5,926,1805,0.07328173
CWLD_water_off_aq0p5,927,1806,0.084520385
CWLD_water_off_aq0p5,928,1807,0.09713014
CWLD_water_off_aq0p5,929,1808,0.11912857
CWLD_water_off_aq0p5,930,1809,0.15277845
CWLD_water_off_aq0p5,931,1810,0.22203577
CWLD_water_off_aq0p5,932,1811,0.20799968
CWLD_water_off_aq0p5,933,1818,0.065112785
CWLD_water_off_aq0p5,934,1819,0.06639
CWLD_water_off_aq0p5,935,1820,0.059896592
CWLD_water_off_aq0p5,936,1821,0.064960524
CWLD_water_off_aq0p5,937,1822,0.077989675
CWLD_water_off_aq0p5,938,1823,0.0935819
CWLD_water_off_aq0p5,939,1824,0.11516321
CWLD_water_off_aq0p5,940,1825,0.12713036
CWLD_water_off_aq0p5,941,1826,0.15374494
CWLD_water_off_aq0p5,942,1833,0.059870042
CWLD_water_off_aq0p5,943,1834,0.059591245
CWLD_water_off_aq0p5,944,1835,0.056804385
CWLD_water_off_aq0p5,945,1836,0.05766132
CWLD_water_off_aq0p5,946,1837,0.06700704
CWLD_water_off_aq0p5,947,1838,0.077000335
CWLD_water_off_aq0p5,948,1839,0.080026984
CWLD_water_off_aq0p5,949,1849,0.06224273
CWLD_water_off_aq0p5,950,1850,0.06697721
CWLD_water_off_aq0p5,951,1851,0.06304148
CWLD_water_off_aq0p5,952,1852,0.06693332
CWLD_water_off_aq0p5,953,1853,0.0787795
CWLD_water_off_aq0p5,954,1854,0.0947651
CWLD_water_off_aq0p5,955,1855,0.14464605
CWLD_water_off_aq0p5,956,1856,0.14459078
CWLD_water_off_aq0p5,957,1861,0.062144388
CWLD_water_off_aq0p5,958,1862,0.0637079
CWLD_water_off_aq0p5,959,1863,0.05684318
CWLD_water_off_aq0p5,960,1864,0.05818533
CWLD_water_off_aq0p5,961,1865,0.07353911
CWLD_water_off_aq0p5,962,1866,0.12552378
CWLD_water_off_aq0p5,963,1867,0.13772689
CWLD_water_off_aq0p5,964,1868,0.17339483
CWLD_water_off_aq0p5,965,1869,0.21003677
CWLD_water_off_aq0p5,966,1876,0.053171914
CWLD_water_off_aq0p5,967,1877,0.050845027
CWLD_water_off_aq0p5,968,1878,0.048797134
CWLD_water_off_aq0p5,969,1879,0.055671897
CWLD_water_off_aq0p5,970,1880,0.053870298
CWLD_water_off_aq0p5,971,1881,0.070161626
CWLD_water_off_aq0p5,972,1882,0.09209693
CWLD_water_off_aq0p5,973,1883,0.12686549
CWLD_water_off_aq0p5,974,1893,0.048923865
CWLD_water_off_aq0p5,975,1894,0.05017248
CWLD_water_off_aq0p5,976,1895,0.05130873
CWLD_water_off_aq0p5,977,1896,0.056815468
CWLD_water_off_aq0p5,978,1897,0.056640938
CWLD_water_off_aq0p5,979,1898,0.063894525
CWLD_water_off_aq0p5,980,1899,0.0683052
CWLD_water_off_aq0p5,981,1900,0.077185445
CWLD_water_off_aq0p5,982,1912,0.055545177
CWLD_water_off_aq0p5,983,1913,0.061051488
CWLD_water_off_aq0p5,984,1914,0.061771505
CWLD_water_off_aq0p5,985,1915,0.06944315
CWLD_water_off_aq0p5,986,1916,0.07365189
CWLD_water_off_aq0p5,987,1917,0.1058681
CWLD_water_off_aq0p5,988,1918,0.13463514
CWLD_water_off_aq0p5,989,1919,0.14917882
CWLD_water_off_aq0p5,990,1920,0.14310537
CWLD_water_off_aq0p5,991,1921,0.1425376
CWLD_water_off_aq0p5,992,1922,0.18326376
CWLD_water_off_aq0p5,993,1936,0.06296899
CWLD_water_off_aq0p5,994,1937,0.066449195
CWLD_water_off_aq0p5,995,1938,0.06722865
CWLD_water_off_aq0p5,996,1939,0.07674303
CWLD_water_off_aq0p5,997,1940,0.072717056
CWLD_water_off_aq0p5,998,1941,0.08713499
CWLD_water_off_aq0p5,999,1942,0.07948287
CWLD_water_off_aq0p5,1000,1943,0.12802143
CWLD_water_off_aq0p5,1001,1944,0.10180014
CWLD_water_off_aq0p5,1002,1951,0.064892255
CWLD_water_off_aq0p5,1003,1952,0.070991814
CWLD_water_off_aq0p5,1004,1953,0.07043373
CWLD_water_off_aq0p5,1005,1954,0.082335345
CWLD_water_off_aq0p5,1006,1955,0.07503971
CWLD_water_off_aq0p5,1007,1961,0.0689921
CWLD_water_off_aq0p5,1008,1962,0.07334643
CWLD_water_off_aq0p5,1009,1963,0.083685674
CWLD_water_off_aq0p5,1010,1964,0.090281494
CWLD_water_off_aq0p5,1011,1965,0.07687998
CWLD_water_off_aq0p5,1012,1966,0.09615142
CWLD_water_off_aq0p5,1013,1967,0.114748836
CWLD_water_off_aq0p5,1014,1968,0.11500823
CWLD_water_off_aq0p5,1015,1973,0.09949615
CWLD_water_off_aq0p5,1016,1974,0.106764235
CWLD_water_off_aq0p5,1017,1975,0.108359285
CWLD_water_off_aq0p5,1018,1976,0.119186446
CWLD_water_off_aq0p5,1019,1977,0.116909124
CWLD_water_off_aq0p5,1020,1978,0.12825696
